id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,montant_total,mois,année,jour_semaine,catégorie,marque,prix,stock_minimum,nom_fournisseur,ville,pays,fiabilité,délai_moyen_jours,niveau_stock,entrepot
PO008872,2024-01-16,P00482,300,S028,49.14,12,14742.0,1,2024,1,Soins capillaires,Maison Pure,493.6,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,279,Paris
PO008873,2024-09-27,P00080,100,S028,48.24,5,4824.0,9,2024,4,Soins capillaires,Elixir Haute Beauté,94.95,30,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,298,Paris
PO008874,2024-06-20,P00765,300,S029,226.69,7,68007.0,6,2024,3,Parfums,LâAtelier du Teint,189.64,24,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,164,Paris
PO008875,2024-02-04,P00622,100,S010,263.46,7,26346.0,2,2024,6,Parfums,Infusion Précieuse,78.61,76,Pelletier,Paris,France,0.98,3,179,Lyon
PO008876,2024-11-01,P00676,150,S029,109.84,8,16476.0,11,2024,4,Accessoires,Clarté Botanique,374.46,26,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,60,Paris
PO008877,2024-09-24,P00029,200,S028,203.76,2,40752.0,9,2024,1,Soins capillaires,Reflet d'or,277.95,82,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,268,Paris
PO008878,2024-11-07,P00912,150,S012,211.71,4,31756.5,11,2024,3,Maquillage,Jardin dâIvoire,123.7,51,Lucas,Stockholm,Suède,1.0,11,49,Lyon
PO008879,2024-06-01,P00231,75,S005,154.36,7,11577.000000000002,6,2024,5,Parfums,Luxe eclat,433.78,12,Blanc,Dublin,Irlande,0.65,13,281,Paris
PO008880,2024-09-21,P00101,75,S046,96.28,14,7221.0,9,2024,5,Soins capillaires,Luxe eclat,160.71,32,Roche,Rome,Italie,0.54,4,83,Paris
PO008881,2024-01-30,P00743,150,S048,95.38,2,14307.0,1,2024,1,Parfums,Rose & Lin,107.09,17,Lecomte,Amsterdam,Pays-Bas,0.65,4,125,Lyon
PO008882,2024-08-20,P00909,150,S008,95.14,2,14271.0,8,2024,1,Soins de la peau,Ligne LumiÃ¨re,230.97,96,Gaillard S.A.,Berlin,Allemagne,0.64,7,56,Lyon
PO008883,2024-04-23,P00713,50,S029,102.1,2,5105.0,4,2024,1,Parfums,Beauté Origine,311.79,26,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,142,Paris
PO008884,2024-03-23,P00740,75,S028,80.64,8,6048.0,3,2024,5,Accessoires,LâAtelier du Teint,78.51,54,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,90,Paris
PO008885,2024-09-24,P00448,100,S010,280.8,14,28080.0,9,2024,1,Soins de la peau,Essentielle Paris,425.5,25,Pelletier,Paris,France,0.98,3,277,Paris
PO008886,2024-08-30,P00213,10,S002,102.22,6,1022.2,8,2024,4,Maquillage,Essentielle Paris,139.84,42,Morvan,Paris,France,0.86,9,277,Lyon
PO008887,2024-11-18,P00323,25,S008,60.16,12,1504.0,11,2024,0,Parfums,Essentielle Paris,147.49,58,Gaillard S.A.,Berlin,Allemagne,0.64,7,17,Paris
PO008888,2024-08-17,P00909,50,S028,77.14,4,3857.0,8,2024,5,Soins de la peau,Ligne LumiÃ¨re,230.97,96,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,56,Lyon
PO008889,2024-02-10,P00672,200,S028,110.41,7,22082.0,2,2024,5,Soins de la peau,Infusion Précieuse,215.32,15,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,271,Lyon
PO008890,2024-08-04,P00647,50,S029,25.53,9,1276.5,8,2024,6,Maquillage,Infusion Précieuse,342.85,31,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,32,Lyon
PO008891,2024-07-21,P00645,75,S028,53.99,4,4049.25,7,2024,6,Accessoires,Sérum de Lune,485.56,35,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,156,Lyon
PO008892,2024-08-14,P00144,150,S010,37.39,12,5608.5,8,2024,2,Soins capillaires,Reflet d'or,296.73,87,Pelletier,Paris,France,0.98,3,5,Lyon
PO008893,2024-06-06,P00018,50,S029,25.33,8,1266.5,6,2024,3,Accessoires,Essentielle Paris,462.0,60,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,93,Paris
PO008894,2024-02-24,P00321,25,S012,74.0,6,1850.0,2,2024,5,Parfums,Luxe eclat,63.91,46,Lucas,Stockholm,Suède,1.0,11,208,Paris
PO008895,2024-06-06,P00081,300,S007,36.98,14,11093.999999999998,6,2024,3,Accessoires,Luxe eclat,363.67,17,Carlier,Prague,République tchèque,0.9,9,221,Lyon
PO008896,2024-02-02,P00293,100,S029,129.22,5,12922.0,2,2024,4,Soins de la peau,Essentielle Paris,495.76,30,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,273,Lyon
PO008897,2024-10-22,P00264,25,S028,261.37,6,6534.25,10,2024,1,Soins de la peau,Reflet d'or,321.2,66,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,209,Paris
PO008898,2024-09-03,P00598,150,S021,117.92,13,17688.0,9,2024,1,Accessoires,Velours Naturel,269.49,68,Petitjean Andre SA,Oslo,Norvège,0.88,3,198,Paris
PO008899,2024-09-18,P00438,150,S010,116.91,7,17536.5,9,2024,2,Maquillage,Essentielle Paris,34.94,41,Pelletier,Paris,France,0.98,3,44,Marseille
PO008900,2024-05-08,P00896,150,S028,280.08,12,42012.0,5,2024,2,Accessoires,Aura Cristal,261.23,86,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,249,Lyon
PO008901,2024-01-15,P00779,50,S008,100.83,9,5041.5,1,2024,0,Maquillage,Natura Solaire,124.04,60,Gaillard S.A.,Berlin,Allemagne,0.64,7,152,Paris
PO008902,2024-09-18,P00872,50,S008,230.45,8,11522.5,9,2024,2,Soins capillaires,Infusion Précieuse,466.69,76,Gaillard S.A.,Berlin,Allemagne,0.64,7,98,Paris
PO008903,2024-12-21,P00581,100,S028,36.65,8,3665.0,12,2024,5,Soins capillaires,Maison Vitalis,233.75,56,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,204,Paris
PO008904,2024-07-31,P00898,50,S029,37.91,3,1895.5,7,2024,2,Soins de la peau,Velours Naturel,90.26,56,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,149,Lyon
PO008905,2024-10-12,P00275,10,S008,160.23,12,1602.3,10,2024,5,Maquillage,Elixir Haute Beauté,162.23,16,Gaillard S.A.,Berlin,Allemagne,0.64,7,245,Lyon
PO008906,2024-06-16,P00966,25,S008,253.57,12,6339.25,6,2024,6,Parfums,Déesse Cosmétique,425.29,97,Gaillard S.A.,Berlin,Allemagne,0.64,7,20,Marseille
PO008907,2024-05-29,P00696,75,S029,68.94,7,5170.5,5,2024,2,Parfums,Aura Cristal,199.16,55,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,212,Marseille
PO008908,2024-11-02,P00413,50,S008,200.44,9,10022.0,11,2024,5,Accessoires,Essentielle Paris,151.34,50,Gaillard S.A.,Berlin,Allemagne,0.64,7,89,Paris
PO008909,2024-09-09,P00814,10,S028,97.32,9,973.2,9,2024,0,Soins de la peau,Orchidée Noire,279.21,54,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,145,Marseille
PO008910,2024-11-28,P00406,150,S028,67.64,3,10146.0,11,2024,3,Accessoires,Luxe eclat,31.8,78,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,203,Lyon
PO008911,2024-05-09,P00755,50,S008,77.49,3,3874.5,5,2024,3,Maquillage,Les Essences Rares,476.67,75,Gaillard S.A.,Berlin,Allemagne,0.64,7,51,Marseille
PO008912,2024-05-20,P00310,50,S018,155.62,12,7781.0,5,2024,0,Accessoires,Elixir Haute Beauté,103.47,35,Guérin,Copenhague,Danemark,0.92,11,99,Paris
PO008913,2024-02-22,P00477,100,S008,82.12,6,8212.0,2,2024,3,Soins capillaires,Maison Pure,394.33,56,Gaillard S.A.,Berlin,Allemagne,0.64,7,236,Paris
PO008914,2024-08-06,P00501,75,S008,189.33,5,14199.750000000002,8,2024,1,Soins capillaires,Clarté Botanique,100.39,66,Gaillard S.A.,Berlin,Allemagne,0.64,7,279,Paris
PO008915,2024-07-08,P00022,100,S017,171.95,3,17195.0,7,2024,0,Accessoires,Maison Pure,211.52,17,Bodin,Rome,Italie,0.87,5,142,Paris
PO008916,2024-06-13,P00874,10,S029,198.64,3,1986.4,6,2024,3,Soins capillaires,Ãveil Ãlégant,412.38,54,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,251,Lyon
PO008917,2024-04-20,P00805,10,S007,129.26,6,1292.6,4,2024,5,Parfums,Les Essences Rares,112.1,34,Carlier,Prague,République tchèque,0.9,9,52,Paris
PO008918,2024-02-07,P00161,75,S029,61.62,13,4621.5,2,2024,2,Maquillage,Luxe eclat,269.08,46,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5,Paris
PO008919,2024-07-31,P00994,500,S028,243.17,12,121585.0,7,2024,2,Parfums,Le Bain Royal,268.84,78,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,6,Lyon
PO008920,2024-01-03,P00003,50,S028,293.78,3,14688.999999999998,1,2024,2,Maquillage,Essentielle Paris,354.39,60,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,95,Lyon
PO008921,2024-09-18,P00625,100,S012,135.66,14,13566.0,9,2024,2,Parfums,Héritage Sensuel,171.75,82,Lucas,Stockholm,Suède,1.0,11,189,Lyon
PO008922,2024-06-12,P00354,25,S008,94.68,8,2367.0,6,2024,2,Soins capillaires,Reflet d'or,436.3,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,168,Paris
PO008923,2024-11-14,P00321,50,S012,94.63,3,4731.5,11,2024,3,Parfums,Luxe eclat,63.91,46,Lucas,Stockholm,Suède,1.0,11,208,Paris
PO008924,2024-02-20,P00864,10,S029,262.6,4,2626.0,2,2024,1,Parfums,Orchidée Noire,234.66,74,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,165,Paris
PO008925,2024-12-07,P00120,200,S008,47.93,4,9586.0,12,2024,5,Parfums,Elixir Haute Beauté,229.34,25,Gaillard S.A.,Berlin,Allemagne,0.64,7,5,Marseille
PO008926,2024-12-26,P00725,50,S002,294.3,6,14715.0,12,2024,3,Soins de la peau,Héritage Sensuel,48.93,28,Morvan,Paris,France,0.86,9,37,Lyon
PO008927,2024-04-28,P00570,25,S012,289.82,8,7245.5,4,2024,6,Maquillage,Sérum de Lune,83.15,51,Lucas,Stockholm,Suède,1.0,11,49,Paris
PO008928,2024-06-01,P00392,100,S029,207.93,5,20793.0,6,2024,5,Accessoires,Maison Pure,52.56,75,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,44,Paris
PO008929,2024-12-17,P00670,25,S029,294.37,11,7359.25,12,2024,1,Soins de la peau,Sérum de Lune,43.14,96,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,147,Paris
PO008930,2024-03-22,P00761,25,S029,195.88,7,4897.0,3,2024,4,Maquillage,Cosmétika,313.27,37,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,126,Paris
PO008931,2024-11-19,P00529,25,S008,49.76,6,1244.0,11,2024,1,Accessoires,Natura Solaire,488.42,34,Gaillard S.A.,Berlin,Allemagne,0.64,7,297,Paris
PO008932,2024-06-24,P00346,300,S008,79.63,4,23889.0,6,2024,0,Parfums,Luxe eclat,186.95,58,Gaillard S.A.,Berlin,Allemagne,0.64,7,270,Lyon
PO008933,2024-02-18,P00253,25,S028,128.59,4,3214.75,2,2024,6,Soins capillaires,Essentielle Paris,437.65,48,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,211,Lyon
PO008934,2024-04-11,P00079,500,S028,167.28,10,83640.0,4,2024,3,Soins capillaires,Reflet d'or,32.19,22,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,12,Paris
PO008935,2024-12-26,P00863,25,S028,40.09,6,1002.25,12,2024,3,Maquillage,Beauté Origine,210.55,85,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,199,Marseille
PO008936,2024-08-22,P00004,10,S029,227.95,5,2279.5,8,2024,3,Accessoires,Reflet d'or,462.8,33,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,57,Paris
PO008937,2024-11-29,P00598,200,S028,36.67,6,7334.0,11,2024,4,Accessoires,Velours Naturel,269.49,68,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,198,Paris
PO008938,2024-06-06,P00894,75,S029,13.0,12,975.0,6,2024,3,Soins capillaires,Le Bain Royal,387.11,82,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,147,Lyon
PO008939,2024-02-02,P00885,50,S008,166.35,14,8317.5,2,2024,4,Soins de la peau,Soin Absolu,186.13,39,Gaillard S.A.,Berlin,Allemagne,0.64,7,251,Lyon
PO008940,2024-11-23,P00790,75,S028,150.17,9,11262.749999999998,11,2024,5,Soins de la peau,LâAtelier du Teint,85.49,25,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,62,Lyon
PO008941,2024-07-17,P00832,50,S005,229.72,2,11486.0,7,2024,2,Maquillage,Aroma Sublime,277.2,42,Blanc,Dublin,Irlande,0.65,13,36,Lyon
PO008942,2024-05-05,P00973,100,S008,206.6,12,20660.0,5,2024,6,Accessoires,Velours Naturel,200.43,60,Gaillard S.A.,Berlin,Allemagne,0.64,7,87,Paris
PO008943,2024-07-02,P00458,100,S005,209.86,5,20986.0,7,2024,1,Maquillage,Essentielle Paris,80.09,36,Blanc,Dublin,Irlande,0.65,13,128,Marseille
PO008944,2024-05-05,P00125,10,S028,207.06,5,2070.6,5,2024,6,Soins de la peau,Elixir Haute Beauté,436.86,74,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,155,Paris
PO008945,2024-04-15,P00786,200,S034,113.79,5,22758.0,4,2024,0,Soins de la peau,Cosmétika,207.63,36,Bertrand S.A.,Varsovie,Pologne,0.56,6,57,Lyon
PO008946,2024-09-18,P00661,75,S029,213.04,8,15978.0,9,2024,2,Accessoires,Cosmétika,350.97,54,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,215,Lyon
PO008947,2024-11-22,P00742,25,S008,93.65,5,2341.25,11,2024,4,Accessoires,Secret de Peau,346.94,78,Gaillard S.A.,Berlin,Allemagne,0.64,7,285,Paris
PO008948,2024-06-10,P00127,50,S042,151.49,12,7574.5,6,2024,0,Accessoires,Maison Pure,449.39,73,Caron,Paris,France,0.75,4,279,Lyon
PO008949,2024-01-10,P00549,200,S046,259.34,9,51867.99999999999,1,2024,2,Soins de la peau,Ãveil Ãlégant,376.5,55,Roche,Rome,Italie,0.54,4,18,Paris
PO008950,2024-05-06,P00483,50,S028,173.78,12,8689.0,5,2024,0,Parfums,Essentielle Paris,88.4,85,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,261,Paris
PO008951,2024-03-30,P00286,75,S028,188.48,13,14136.0,3,2024,5,Accessoires,Luxe eclat,62.92,53,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,107,Paris
PO008952,2024-02-18,P00795,300,S028,73.91,5,22173.0,2,2024,6,Soins capillaires,Sérum de Lune,352.37,21,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,125,Paris
PO008953,2024-05-26,P00744,100,S008,76.83,13,7683.0,5,2024,6,Accessoires,Le Bain Royal,272.08,34,Gaillard S.A.,Berlin,Allemagne,0.64,7,22,Lyon
PO008954,2024-06-19,P00422,100,S048,16.6,4,1660.0000000000002,6,2024,2,Soins capillaires,Maison Pure,346.64,91,Lecomte,Amsterdam,Pays-Bas,0.65,4,224,Paris
PO008955,2024-02-14,P00797,25,S008,238.45,9,5961.25,2,2024,2,Accessoires,Infusion Précieuse,81.63,74,Gaillard S.A.,Berlin,Allemagne,0.64,7,1,Marseille
PO008956,2024-02-05,P00279,100,S029,171.95,5,17195.0,2,2024,0,Maquillage,Reflet d'or,494.11,19,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,48,Paris
PO008957,2024-10-05,P00542,50,S046,54.9,10,2745.0,10,2024,5,Parfums,Secret de Peau,346.51,18,Roche,Rome,Italie,0.54,4,54,Lyon
PO008958,2024-09-03,P00099,200,S028,182.85,8,36570.0,9,2024,1,Parfums,Reflet d'or,340.68,59,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,229,Paris
PO008959,2024-05-09,P00134,25,S012,57.42,13,1435.5,5,2024,3,Accessoires,Reflet d'or,143.79,50,Lucas,Stockholm,Suède,1.0,11,59,Paris
PO008960,2024-09-17,P00721,50,S031,201.25,14,10062.5,9,2024,1,Maquillage,Aura Cristal,330.79,48,Faure S.A.R.L.,Oslo,Norvège,0.7,4,104,Paris
PO008961,2024-09-06,P00066,10,S003,124.69,14,1246.9,9,2024,4,Soins capillaires,Luxe eclat,237.58,93,Germain et Fils,Amsterdam,Pays-Bas,0.85,10,76,Paris
PO008962,2024-07-24,P00886,50,S008,114.67,2,5733.5,7,2024,2,Parfums,Cosmétika,488.29,51,Gaillard S.A.,Berlin,Allemagne,0.64,7,76,Lyon
PO008963,2024-04-18,P00792,25,S034,168.9,2,4222.5,4,2024,3,Accessoires,Secret de Peau,214.07,11,Bertrand S.A.,Varsovie,Pologne,0.56,6,156,Lyon
PO008964,2024-05-25,P00660,150,S012,282.98,13,42447.0,5,2024,5,Maquillage,Soin Absolu,466.86,85,Lucas,Stockholm,Suède,1.0,11,288,Paris
PO008965,2024-08-31,P00921,300,S002,278.96,4,83688.0,8,2024,5,Maquillage,Aura Cristal,47.73,10,Morvan,Paris,France,0.86,9,11,Marseille
PO008966,2024-08-26,P00577,100,S002,166.25,6,16625.0,8,2024,0,Parfums,Atelier Minéral,430.1,87,Morvan,Paris,France,0.86,9,80,Lyon
PO008967,2024-07-09,P00136,25,S010,166.89,10,4172.25,7,2024,1,Maquillage,Luxe eclat,420.77,18,Pelletier,Paris,France,0.98,3,129,Marseille
PO008968,2024-12-18,P00791,50,S010,242.08,11,12104.0,12,2024,2,Maquillage,Déesse Cosmétique,353.67,49,Pelletier,Paris,France,0.98,3,187,Lyon
PO008969,2024-11-28,P00983,300,S002,166.79,6,50037.0,11,2024,3,Soins capillaires,Ãpure d'Azur,142.24,82,Morvan,Paris,France,0.86,9,246,Paris
PO008970,2024-10-03,P00390,25,S028,85.32,7,2133.0,10,2024,3,Parfums,Elixir Haute Beauté,469.87,35,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,126,Paris
PO008971,2024-06-03,P00180,75,S008,252.62,5,18946.5,6,2024,0,Soins de la peau,Elixir Haute Beauté,145.89,67,Gaillard S.A.,Berlin,Allemagne,0.64,7,67,Paris
PO008972,2024-09-24,P00482,50,S008,30.85,10,1542.5,9,2024,1,Soins capillaires,Maison Pure,493.6,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,279,Paris
PO008973,2024-11-03,P00116,500,S002,209.54,11,104770.0,11,2024,6,Accessoires,Luxe eclat,148.67,48,Morvan,Paris,France,0.86,9,87,Lyon
PO008974,2024-05-11,P00429,50,S008,139.42,14,6970.999999999999,5,2024,5,Accessoires,Reflet d'or,221.47,16,Gaillard S.A.,Berlin,Allemagne,0.64,7,4,Lyon
PO008975,2024-02-19,P00362,10,S029,26.01,11,260.1,2,2024,0,Soins capillaires,Maison Pure,442.82,95,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,146,Marseille
PO008976,2024-09-05,P00795,100,S048,83.17,5,8317.0,9,2024,3,Soins capillaires,Sérum de Lune,352.37,21,Lecomte,Amsterdam,Pays-Bas,0.65,4,125,Paris
PO008977,2024-03-29,P00527,50,S028,240.08,11,12004.0,3,2024,4,Accessoires,Atelier Minéral,438.46,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,91,Lyon
PO008978,2024-08-17,P00773,100,S029,182.91,10,18291.0,8,2024,5,Soins capillaires,Velours Naturel,319.45,60,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,34,Paris
PO008979,2024-07-11,P00835,25,S008,139.11,9,3477.7500000000005,7,2024,3,Accessoires,Soin Absolu,382.96,43,Gaillard S.A.,Berlin,Allemagne,0.64,7,45,Paris
PO008980,2024-07-12,P00966,75,S048,238.79,6,17909.25,7,2024,4,Parfums,Déesse Cosmétique,425.29,97,Lecomte,Amsterdam,Pays-Bas,0.65,4,20,Marseille
PO008981,2024-08-17,P00813,50,S028,86.22,7,4311.0,8,2024,5,Soins de la peau,Beauté Origine,132.18,45,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,238,Lyon
PO008982,2024-04-28,P00275,75,S028,85.3,2,6397.5,4,2024,6,Maquillage,Elixir Haute Beauté,162.23,16,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,245,Lyon
PO008983,2024-06-15,P00989,200,S028,169.1,11,33820.0,6,2024,5,Maquillage,Orchidée Noire,336.49,28,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,179,Lyon
PO008984,2024-07-28,P00421,500,S029,205.13,6,102565.0,7,2024,6,Parfums,Luxe eclat,59.54,57,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,7,Paris
PO008985,2024-04-29,P00290,150,S028,132.83,8,19924.500000000004,4,2024,0,Soins capillaires,Elixir Haute Beauté,244.35,93,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,6,Lyon
PO008986,2024-07-18,P00738,150,S008,58.33,8,8749.5,7,2024,3,Soins capillaires,Beauté Origine,150.86,70,Gaillard S.A.,Berlin,Allemagne,0.64,7,159,Paris
PO008987,2024-08-04,P00644,75,S029,87.5,9,6562.5,8,2024,6,Maquillage,Le Bain Royal,343.25,28,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,111,Lyon
PO008988,2024-02-07,P00830,10,S028,174.44,3,1744.4,2,2024,2,Soins de la peau,Les Essences Rares,351.2,41,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,208,Paris
PO008989,2024-12-09,P00193,100,S002,229.55,5,22955.0,12,2024,0,Soins capillaires,Essentielle Paris,138.27,72,Morvan,Paris,France,0.86,9,92,Paris
PO008990,2024-08-17,P00993,25,S028,140.58,11,3514.5000000000005,8,2024,5,Soins capillaires,Rose & Lin,51.99,68,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,70,Marseille
PO008991,2024-02-12,P00549,25,S019,67.38,9,1684.5,2,2024,0,Soins de la peau,Ãveil Ãlégant,376.5,55,Leduc,Oslo,Norvège,0.87,11,18,Paris
PO008992,2024-11-03,P00715,100,S046,26.63,5,2663.0,11,2024,6,Maquillage,LâAtelier du Teint,410.23,30,Roche,Rome,Italie,0.54,4,78,Paris
PO008993,2024-04-07,P00598,100,S029,64.17,12,6417.0,4,2024,6,Accessoires,Velours Naturel,269.49,68,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,198,Paris
PO008994,2024-11-04,P00328,50,S008,21.6,10,1080.0,11,2024,0,Accessoires,Essentielle Paris,408.57,70,Gaillard S.A.,Berlin,Allemagne,0.64,7,251,Lyon
PO008995,2024-07-09,P00776,150,S012,248.69,14,37303.5,7,2024,1,Soins de la peau,Clarté Botanique,100.65,19,Lucas,Stockholm,Suède,1.0,11,35,Lyon
PO008996,2024-08-20,P00088,300,S046,138.56,11,41568.0,8,2024,1,Soins de la peau,Essentielle Paris,69.97,98,Roche,Rome,Italie,0.54,4,258,Lyon
PO008997,2024-03-01,P00501,75,S008,24.72,14,1854.0,3,2024,4,Soins capillaires,Clarté Botanique,100.39,66,Gaillard S.A.,Berlin,Allemagne,0.64,7,279,Paris
PO008998,2024-01-01,P00071,100,S008,228.21,4,22821.0,1,2024,0,Soins de la peau,Luxe eclat,94.52,55,Gaillard S.A.,Berlin,Allemagne,0.64,7,81,Lyon
PO008999,2024-09-26,P00173,50,S048,208.72,4,10436.0,9,2024,3,Parfums,Essentielle Paris,291.87,26,Lecomte,Amsterdam,Pays-Bas,0.65,4,254,Marseille
PO009000,2024-06-09,P00256,500,S029,155.03,9,77515.0,6,2024,6,Maquillage,Luxe eclat,273.89,33,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,178,Paris
PO009001,2024-12-04,P00898,50,S028,229.92,6,11496.0,12,2024,2,Soins de la peau,Velours Naturel,90.26,56,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,149,Lyon
PO009002,2024-02-18,P00685,200,S008,298.11,5,59622.0,2,2024,6,Maquillage,Soin Absolu,412.56,66,Gaillard S.A.,Berlin,Allemagne,0.64,7,71,Paris
PO009003,2024-11-15,P00051,300,S012,81.0,4,24300.0,11,2024,4,Soins capillaires,Luxe eclat,60.97,41,Lucas,Stockholm,Suède,1.0,11,4,Marseille
PO009004,2024-09-15,P00154,100,S046,148.36,5,14836.000000000002,9,2024,6,Soins de la peau,Reflet d'or,306.76,67,Roche,Rome,Italie,0.54,4,129,Marseille
PO009005,2024-09-04,P00289,150,S046,31.18,13,4677.0,9,2024,2,Maquillage,Reflet d'or,473.47,65,Roche,Rome,Italie,0.54,4,25,Paris
PO009006,2024-10-08,P00253,75,S044,18.99,11,1424.2499999999998,10,2024,1,Soins capillaires,Essentielle Paris,437.65,48,Lopes,Amsterdam,Pays-Bas,0.85,9,211,Lyon
PO009007,2024-10-13,P00797,200,S028,52.94,10,10588.0,10,2024,6,Accessoires,Infusion Précieuse,81.63,74,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1,Marseille
PO009008,2024-01-01,P00725,100,S046,218.65,2,21865.0,1,2024,0,Soins de la peau,Héritage Sensuel,48.93,28,Roche,Rome,Italie,0.54,4,37,Lyon
PO009009,2024-11-16,P00736,50,S003,166.46,4,8323.0,11,2024,5,Parfums,Cosmétika,312.96,70,Germain et Fils,Amsterdam,Pays-Bas,0.85,10,50,Paris
PO009010,2024-08-26,P00003,10,S028,205.56,8,2055.6,8,2024,0,Maquillage,Essentielle Paris,354.39,60,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,95,Lyon
PO009011,2024-12-11,P00973,75,S029,119.94,12,8995.5,12,2024,2,Accessoires,Velours Naturel,200.43,60,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,87,Paris
PO009012,2024-08-11,P00049,150,S012,39.9,11,5985.0,8,2024,6,Parfums,Reflet d'or,91.36,25,Lucas,Stockholm,Suède,1.0,11,128,Paris
PO009013,2024-06-15,P00234,200,S008,282.84,10,56567.99999999999,6,2024,5,Soins capillaires,Reflet d'or,417.88,90,Gaillard S.A.,Berlin,Allemagne,0.64,7,163,Lyon
PO009014,2024-08-18,P00458,150,S010,295.96,7,44394.0,8,2024,6,Maquillage,Essentielle Paris,80.09,36,Pelletier,Paris,France,0.98,3,128,Marseille
PO009015,2024-07-18,P00283,25,S008,171.66,8,4291.5,7,2024,3,Soins de la peau,Essentielle Paris,124.76,98,Gaillard S.A.,Berlin,Allemagne,0.64,7,169,Lyon
PO009016,2024-10-02,P00256,50,S028,186.66,12,9333.0,10,2024,2,Maquillage,Luxe eclat,273.89,33,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,178,Paris
PO009017,2024-06-20,P00774,100,S023,56.5,6,5650.0,6,2024,3,Parfums,Ãveil Ãlégant,236.85,84,Albert,Bruxelles,Belgique,0.83,9,5,Paris
PO009018,2024-12-17,P00324,100,S029,71.17,3,7117.0,12,2024,1,Soins de la peau,Reflet d'or,82.17,28,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,284,Paris
PO009019,2024-09-14,P00346,50,S048,298.19,13,14909.5,9,2024,5,Parfums,Luxe eclat,186.95,58,Lecomte,Amsterdam,Pays-Bas,0.65,4,270,Lyon
