id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,montant_total,mois,année,jour_semaine
PO007808,2024-08-03,P00740,10,S008,103.2,4,1032.0,8,2024,5
PO007809,2024-11-28,P00175,25,S002,100.63,9,2515.75,11,2024,3
PO007810,2024-04-05,P00786,200,S029,252.61,9,50522.0,4,2024,4
PO007811,2024-08-11,P00015,150,S046,24.2,2,3630.0,8,2024,6
PO007812,2024-05-04,P00099,25,S028,106.76,3,2669.0,5,2024,5
PO007813,2024-05-09,P00254,25,S029,272.21,13,6805.249999999999,5,2024,3
PO007814,2024-02-08,P00408,200,S010,273.51,9,54702.0,2,2024,3
PO007815,2024-01-07,P00983,25,S041,100.01,11,2500.25,1,2024,6
PO007816,2024-06-07,P00597,200,S002,280.41,2,56082.00000000001,6,2024,4
PO007817,2024-07-01,P00921,300,S036,106.8,14,32040.0,7,2024,0
PO007818,2024-03-25,P00228,25,S046,44.97,13,1124.25,3,2024,0
PO007819,2024-04-02,P00096,150,S008,279.34,9,41900.99999999999,4,2024,1
PO007820,2024-09-10,P00630,50,S008,145.28,11,7264.0,9,2024,1
PO007821,2024-02-01,P00097,150,S008,117.7,8,17655.0,2,2024,3
PO007822,2024-10-14,P00037,50,S046,10.39,12,519.5,10,2024,0
PO007823,2024-06-08,P00217,10,S029,207.72,12,2077.2,6,2024,5
PO007824,2024-03-04,P00769,100,S002,179.1,7,17910.0,3,2024,0
PO007825,2024-04-02,P00204,25,S008,202.31,7,5057.75,4,2024,1
PO007826,2024-08-07,P00295,300,S008,213.33,9,63999.00000000001,8,2024,2
PO007827,2024-01-09,P00274,50,S029,230.52,4,11526.0,1,2024,1
PO007828,2024-08-13,P00960,10,S008,67.56,11,675.6,8,2024,1
PO007829,2024-10-10,P00581,25,S029,211.33,10,5283.25,10,2024,3
PO007830,2024-07-07,P00385,200,S036,289.76,7,57952.0,7,2024,6
PO007831,2024-10-13,P00714,50,S010,135.11,13,6755.500000000001,10,2024,6
PO007832,2024-08-26,P00618,200,S048,240.71,14,48142.0,8,2024,0
PO007833,2024-02-10,P00094,25,S028,286.71,14,7167.749999999999,2,2024,5
PO007834,2024-01-09,P00054,75,S031,140.06,9,10504.5,1,2024,1
PO007835,2024-03-01,P00592,200,S029,166.58,4,33316.0,3,2024,4
PO007836,2024-12-07,P00654,10,S028,172.25,9,1722.5,12,2024,5
PO007837,2024-07-26,P00103,50,S029,196.1,14,9805.0,7,2024,4
PO007838,2024-06-27,P00296,200,S010,43.09,2,8618.0,6,2024,3
PO007839,2024-03-11,P00779,75,S002,117.4,9,8805.0,3,2024,0
PO007840,2024-10-25,P00138,100,S028,263.9,12,26389.999999999996,10,2024,4
PO007841,2024-05-26,P00520,150,S029,211.29,10,31693.5,5,2024,6
PO007842,2024-02-12,P00561,75,S029,40.98,14,3073.4999999999995,2,2024,0
PO007843,2024-08-30,P00387,150,S029,74.9,8,11235.0,8,2024,4
PO007844,2024-10-28,P00256,100,S010,155.27,4,15527.000000000002,10,2024,0
PO007845,2024-01-31,P00525,100,S008,233.14,2,23314.0,1,2024,2
PO007846,2024-01-11,P00397,25,S002,184.14,5,4603.5,1,2024,3
PO007847,2024-05-04,P00531,300,S029,181.76,11,54528.0,5,2024,5
PO007848,2024-01-16,P00997,150,S012,65.1,11,9765.0,1,2024,1
PO007849,2024-11-18,P00331,50,S028,199.05,7,9952.5,11,2024,0
PO007850,2024-01-29,P00168,75,S010,260.28,7,19520.999999999996,1,2024,0
PO007851,2024-02-16,P00671,50,S028,34.32,11,1716.0,2,2024,4
PO007852,2024-03-27,P00585,100,S010,77.46,9,7745.999999999999,3,2024,2
PO007853,2024-08-03,P00725,500,S028,246.51,12,123255.0,8,2024,5
PO007854,2024-04-01,P00103,10,S029,43.52,7,435.20000000000005,4,2024,0
PO007855,2024-11-18,P00470,300,S048,190.07,6,57021.0,11,2024,0
PO007856,2024-02-16,P00469,10,S008,48.56,10,485.6,2,2024,4
PO007857,2024-11-01,P00662,75,S028,75.68,13,5676.000000000001,11,2024,4
PO007858,2024-07-15,P00262,75,S019,115.49,12,8661.75,7,2024,0
PO007859,2024-08-09,P00754,50,S012,63.48,10,3174.0,8,2024,4
PO007860,2024-07-06,P00848,75,S028,222.1,9,16657.5,7,2024,5
PO007861,2024-03-30,P00682,150,S002,53.08,2,7962.0,3,2024,5
PO007862,2024-10-24,P00451,50,S008,298.64,13,14932.0,10,2024,3
PO007863,2024-04-30,P00856,10,S036,167.35,2,1673.5,4,2024,1
PO007864,2024-10-27,P00652,100,S008,281.77,2,28177.0,10,2024,6
PO007865,2024-10-12,P00371,150,S033,45.73,2,6859.499999999999,10,2024,5
PO007866,2024-07-18,P00089,300,S010,233.25,13,69975.0,7,2024,3
PO007867,2024-08-13,P00335,25,S012,153.55,2,3838.7500000000005,8,2024,1
PO007868,2024-05-23,P00439,200,S028,84.85,3,16970.0,5,2024,3
PO007869,2024-07-03,P00197,75,S029,90.52,13,6789.0,7,2024,2
PO007870,2024-03-28,P00642,25,S047,246.27,10,6156.75,3,2024,3
PO007871,2024-04-29,P00494,300,S012,170.5,2,51150.0,4,2024,0
PO007872,2024-10-15,P00666,25,S008,23.7,12,592.5,10,2024,1
PO007873,2024-07-20,P00867,100,S008,154.37,2,15437.0,7,2024,5
PO007874,2024-08-17,P00182,150,S029,14.94,13,2241.0,8,2024,5
PO007875,2024-11-07,P00610,50,S004,202.8,14,10140.0,11,2024,3
PO007876,2024-06-09,P00389,100,S002,70.76,12,7076.000000000001,6,2024,6
PO007877,2024-01-07,P00924,75,S008,238.92,5,17919.0,1,2024,6
PO007878,2024-06-26,P00088,25,S008,149.06,5,3726.5,6,2024,2
PO007879,2024-03-25,P00513,150,S029,176.96,12,26544.0,3,2024,0
PO007880,2024-02-11,P00738,300,S010,247.63,7,74289.0,2,2024,6
PO007881,2024-11-24,P00920,75,S029,58.75,2,4406.25,11,2024,6
PO007882,2024-01-09,P00489,500,S029,100.16,4,50080.0,1,2024,1
PO007883,2024-08-08,P00299,50,S028,202.45,12,10122.5,8,2024,3
PO007884,2024-07-17,P00466,75,S010,195.23,4,14642.25,7,2024,2
PO007885,2024-07-09,P00419,100,S012,122.5,5,12250.0,7,2024,1
PO007886,2024-08-03,P00065,25,S046,162.19,11,4054.75,8,2024,5
PO007887,2024-01-16,P00353,200,S029,266.44,13,53288.0,1,2024,1
PO007888,2024-01-30,P00777,150,S008,110.59,5,16588.5,1,2024,1
PO007889,2024-12-08,P00577,200,S012,87.98,14,17596.0,12,2024,6
PO007890,2024-10-01,P00954,100,S029,146.11,11,14611.000000000002,10,2024,1
PO007891,2024-03-15,P00980,200,S008,17.76,5,3552.0000000000005,3,2024,4
PO007892,2024-02-24,P00774,100,S028,193.03,13,19303.0,2,2024,5
PO007893,2024-07-02,P00180,75,S050,221.87,10,16640.25,7,2024,1
PO007894,2024-03-10,P00342,300,S046,159.93,7,47979.0,3,2024,6
PO007895,2024-10-21,P00030,50,S029,175.94,7,8797.0,10,2024,0
PO007896,2024-10-19,P00327,75,S022,234.71,12,17603.25,10,2024,5
PO007897,2024-10-28,P00130,25,S008,231.5,8,5787.5,10,2024,0
PO007898,2024-07-29,P00595,300,S028,287.64,11,86292.0,7,2024,0
PO007899,2024-03-22,P00769,25,S021,87.97,8,2199.25,3,2024,4
PO007900,2024-09-04,P00547,25,S010,59.43,14,1485.75,9,2024,2
PO007901,2024-11-09,P00796,25,S008,259.29,13,6482.250000000001,11,2024,5
PO007902,2024-05-06,P00136,75,S028,187.62,6,14071.5,5,2024,0
PO007903,2024-01-10,P00940,50,S008,198.17,12,9908.5,1,2024,2
PO007904,2024-05-25,P00964,100,S048,95.78,9,9578.0,5,2024,5
PO007905,2024-12-28,P00043,50,S010,250.42,2,12521.0,12,2024,5
PO007906,2024-01-20,P00882,100,S029,252.2,9,25220.0,1,2024,5
PO007907,2024-01-15,P00522,25,S029,172.39,7,4309.75,1,2024,0
PO007908,2024-10-22,P00256,25,S035,234.22,8,5855.5,10,2024,1
PO007909,2024-04-18,P00584,150,S002,220.1,5,33015.0,4,2024,3
PO007910,2024-03-06,P00408,50,S029,79.19,4,3959.5,3,2024,2
PO007911,2024-12-27,P00875,25,S044,251.05,4,6276.25,12,2024,4
PO007912,2024-06-25,P00347,300,S005,265.23,14,79569.0,6,2024,1
PO007913,2024-12-12,P00705,25,S012,136.56,12,3414.0,12,2024,3
PO007914,2024-08-06,P00184,25,S002,299.75,10,7493.75,8,2024,1
PO007915,2024-05-07,P00756,50,S030,241.21,3,12060.5,5,2024,1
PO007916,2024-12-06,P00626,10,S028,159.36,8,1593.6000000000001,12,2024,4
PO007917,2024-01-12,P00059,25,S048,132.72,13,3318.0,1,2024,4
PO007918,2024-05-27,P00743,150,S008,28.71,10,4306.5,5,2024,0
PO007919,2024-12-12,P00471,25,S029,212.28,7,5307.0,12,2024,3
PO007920,2024-11-10,P00381,25,S008,240.06,8,6001.5,11,2024,6
PO007921,2024-10-08,P00909,200,S010,81.09,7,16218.0,10,2024,1
PO007922,2024-09-04,P00899,50,S029,131.25,8,6562.5,9,2024,2
PO007923,2024-02-15,P00444,25,S010,116.97,6,2924.25,2,2024,3
PO007924,2024-03-17,P00167,75,S029,31.47,2,2360.25,3,2024,6
PO007925,2024-01-04,P00714,10,S040,291.06,7,2910.6,1,2024,3
PO007926,2024-06-05,P00069,50,S028,63.57,5,3178.5,6,2024,2
PO007927,2024-10-12,P00858,75,S046,80.7,6,6052.5,10,2024,5
PO007928,2024-01-20,P00803,300,S008,172.31,2,51693.0,1,2024,5
PO007929,2024-01-21,P00162,50,S008,194.99,5,9749.5,1,2024,6
PO007930,2024-07-21,P00844,150,S010,108.93,9,16339.500000000002,7,2024,6
PO007931,2024-02-20,P00177,25,S046,29.14,10,728.5,2,2024,1
PO007932,2024-04-18,P00909,50,S028,65.59,7,3279.5,4,2024,3
PO007933,2024-11-07,P00879,25,S029,247.27,9,6181.75,11,2024,3
PO007934,2024-03-13,P00590,75,S028,166.85,12,12513.75,3,2024,2
PO007935,2024-02-17,P00354,50,S029,220.24,10,11012.0,2,2024,5
PO007936,2024-12-29,P00897,500,S029,18.91,8,9455.0,12,2024,6
PO007937,2024-05-23,P00237,200,S007,24.94,12,4988.0,5,2024,3
PO007938,2024-05-12,P00443,75,S028,233.07,4,17480.25,5,2024,6
PO007939,2024-11-14,P00308,25,S039,112.65,9,2816.25,11,2024,3
PO007940,2024-02-22,P00705,75,S002,284.26,4,21319.5,2,2024,3
PO007941,2024-12-15,P00840,150,S046,226.64,12,33996.0,12,2024,6
PO007942,2024-11-06,P00028,10,S002,25.46,2,254.60000000000002,11,2024,2
PO007943,2024-08-18,P00596,50,S014,34.94,4,1747.0,8,2024,6
PO007944,2024-12-01,P00232,10,S046,281.52,11,2815.2,12,2024,6
PO007945,2024-08-31,P00582,25,S029,128.85,12,3221.25,8,2024,5
PO007946,2024-12-25,P00207,10,S002,239.17,8,2391.7,12,2024,2
PO007947,2024-01-14,P00879,300,S008,254.52,8,76356.0,1,2024,6
PO007948,2024-09-24,P00614,25,S028,65.87,6,1646.75,9,2024,1
PO007949,2024-05-18,P00951,25,S029,34.0,6,850.0,5,2024,5
PO007950,2024-04-07,P00433,500,S048,54.22,3,27110.0,4,2024,6
PO007951,2024-11-19,P00667,75,S004,284.55,9,21341.25,11,2024,1
PO007952,2024-08-30,P00611,150,S029,244.75,7,36712.5,8,2024,4
PO007953,2024-05-24,P00407,50,S029,148.93,6,7446.5,5,2024,4
PO007954,2024-04-12,P00767,75,S030,91.12,10,6834.0,4,2024,4
PO007955,2024-08-22,P00613,10,S028,252.75,4,2527.5,8,2024,3
PO007956,2024-08-30,P00488,50,S048,157.1,4,7855.0,8,2024,4
PO007957,2024-08-07,P00853,75,S028,195.17,8,14637.749999999998,8,2024,2
PO007958,2024-06-02,P00782,75,S008,80.5,2,6037.5,6,2024,6
PO007959,2024-08-13,P00825,50,S029,45.72,5,2286.0,8,2024,1
PO007960,2024-09-24,P00036,150,S028,151.84,10,22776.0,9,2024,1
PO007961,2024-03-23,P00809,75,S046,93.06,6,6979.5,3,2024,5
PO007962,2024-12-21,P00171,100,S029,238.59,14,23859.0,12,2024,5
PO007963,2024-06-05,P00035,25,S008,238.66,5,5966.5,6,2024,2
PO007964,2024-07-23,P00792,200,S008,288.05,10,57610.0,7,2024,1
PO007965,2024-08-23,P00018,50,S008,126.83,11,6341.5,8,2024,4
PO007966,2024-03-04,P00304,75,S029,167.95,3,12596.25,3,2024,0
PO007967,2024-03-04,P00208,50,S028,233.58,7,11679.0,3,2024,0
PO007968,2024-12-09,P00410,200,S028,57.13,13,11426.0,12,2024,0
PO007969,2024-12-12,P00433,200,S028,106.74,6,21348.0,12,2024,3
PO007970,2024-03-28,P00747,25,S050,285.12,6,7128.0,3,2024,3
PO007971,2024-11-03,P00788,150,S002,172.33,7,25849.500000000004,11,2024,6
PO007972,2024-01-19,P00552,25,S048,217.08,12,5427.0,1,2024,4
PO007973,2024-05-29,P00174,10,S008,94.17,7,941.7,5,2024,2
PO007974,2024-06-15,P00193,150,S028,11.5,3,1725.0,6,2024,5
PO007975,2024-05-06,P00525,25,S029,178.9,14,4472.5,5,2024,0
PO007976,2024-07-14,P00932,25,S008,104.28,7,2607.0,7,2024,6
PO007977,2024-06-17,P00881,100,S048,26.59,2,2659.0,6,2024,0
PO007978,2024-11-07,P00469,150,S024,74.33,8,11149.5,11,2024,3
PO007979,2024-12-22,P00816,25,S046,40.17,14,1004.25,12,2024,6
PO007980,2024-08-15,P00663,25,S010,296.84,4,7420.999999999999,8,2024,3
PO007981,2024-10-19,P00783,10,S028,263.1,5,2631.0,10,2024,5
PO007982,2024-12-12,P00762,10,S029,189.84,11,1898.4,12,2024,3
PO007983,2024-02-13,P00142,25,S046,153.66,5,3841.5,2,2024,1
PO007984,2024-06-01,P00352,300,S008,44.52,13,13356.000000000002,6,2024,5
PO007985,2024-11-10,P00247,10,S029,80.62,7,806.2,11,2024,6
PO007986,2024-06-02,P00131,75,S029,185.88,6,13941.0,6,2024,6
PO007987,2024-04-09,P00048,300,S048,162.24,7,48672.0,4,2024,1
PO007988,2024-02-12,P00715,100,S028,279.62,8,27962.0,2,2024,0
PO007989,2024-12-11,P00060,10,S012,168.82,13,1688.1999999999998,12,2024,2
PO007990,2024-07-16,P00817,75,S008,137.64,4,10322.999999999998,7,2024,1
PO007991,2024-02-29,P00225,200,S008,200.43,9,40086.0,2,2024,3
PO007992,2024-08-13,P00167,50,S028,149.75,5,7487.5,8,2024,1
PO007993,2024-09-29,P00606,50,S012,125.05,8,6252.5,9,2024,6
PO007994,2024-05-31,P00656,25,S008,273.53,14,6838.249999999999,5,2024,4
PO007995,2024-04-24,P00754,75,S028,77.76,12,5832.0,4,2024,2
PO007996,2024-05-21,P00418,25,S028,156.05,14,3901.2500000000005,5,2024,1
PO007997,2024-08-13,P00303,100,S029,261.39,9,26139.0,8,2024,1
PO007998,2024-02-13,P00968,100,S029,192.35,8,19235.0,2,2024,1
PO007999,2024-07-28,P00865,50,S012,54.24,4,2712.0,7,2024,6
PO008000,2024-07-10,P00779,100,S029,109.93,4,10993.0,7,2024,2
PO008001,2024-03-30,P00402,10,S008,147.02,9,1470.2,3,2024,5
PO008002,2024-11-27,P00571,100,S029,283.7,11,28370.0,11,2024,2
PO008003,2024-04-15,P00329,100,S008,159.59,7,15959.0,4,2024,0
PO008004,2024-06-13,P00552,100,S029,164.45,14,16445.0,6,2024,3
PO008005,2024-02-03,P00425,10,S029,209.62,6,2096.2,2,2024,5
PO008006,2024-12-24,P00155,100,S029,77.46,11,7745.999999999999,12,2024,1
PO008007,2024-04-29,P00799,75,S008,91.14,5,6835.5,4,2024,0
PO008008,2024-06-13,P00455,75,S028,30.52,2,2289.0,6,2024,3
PO008009,2024-11-01,P00775,50,S010,189.19,13,9459.5,11,2024,4
PO008010,2024-04-16,P00784,10,S008,20.62,4,206.20000000000002,4,2024,1
PO008011,2024-05-30,P00988,50,S048,211.27,6,10563.5,5,2024,3
PO008012,2024-12-25,P00322,50,S008,52.62,7,2631.0,12,2024,2
PO008013,2024-02-25,P00690,50,S029,286.1,12,14305.000000000002,2,2024,6
PO008014,2024-11-17,P00998,100,S021,232.97,4,23297.0,11,2024,6
PO008015,2024-02-27,P00338,50,S029,173.34,12,8667.0,2,2024,1
PO008016,2024-03-28,P00850,50,S029,32.27,7,1613.5000000000002,3,2024,3
PO008017,2024-07-05,P00245,75,S002,257.28,9,19295.999999999996,7,2024,4
PO008018,2024-03-06,P00850,75,S029,171.03,14,12827.25,3,2024,2
PO008019,2024-07-20,P00907,75,S028,253.14,9,18985.5,7,2024,5
PO008020,2024-10-09,P00332,200,S002,240.88,7,48176.0,10,2024,2
PO008021,2024-01-25,P00247,150,S012,209.94,5,31491.0,1,2024,3
PO008022,2024-04-22,P00976,10,S029,84.5,3,845.0,4,2024,0
PO008023,2024-11-24,P00755,75,S008,40.23,9,3017.2499999999995,11,2024,6
PO008024,2024-01-26,P00118,50,S008,138.89,12,6944.499999999999,1,2024,4
PO008025,2024-04-13,P00393,50,S008,49.5,10,2475.0,4,2024,5
PO008026,2024-08-23,P00664,300,S028,201.43,11,60429.0,8,2024,4
PO008027,2024-04-26,P00743,75,S029,267.01,7,20025.75,4,2024,4
PO008028,2024-05-15,P00598,100,S008,166.96,2,16696.0,5,2024,2
PO008029,2024-11-07,P00159,300,S008,117.31,13,35193.0,11,2024,3
PO008030,2024-12-08,P00823,25,S008,107.5,14,2687.5,12,2024,6
PO008031,2024-08-06,P00246,10,S025,62.26,9,622.6,8,2024,1
PO008032,2024-07-19,P00210,50,S038,249.12,2,12456.0,7,2024,4
PO008033,2024-07-29,P00759,10,S008,95.57,9,955.6999999999999,7,2024,0
PO008034,2024-09-21,P00706,25,S028,268.55,5,6713.75,9,2024,5
PO008035,2024-08-15,P00826,500,S039,122.22,3,61110.0,8,2024,3
PO008036,2024-02-24,P00112,300,S032,285.42,13,85626.0,2,2024,5
PO008037,2024-05-05,P00393,100,S048,237.59,4,23759.0,5,2024,6
PO008038,2024-10-11,P00667,150,S008,163.05,7,24457.5,10,2024,4
PO008039,2024-01-12,P00546,25,S028,79.04,6,1976.0000000000002,1,2024,4
PO008040,2024-08-25,P00035,75,S008,283.11,14,21233.25,8,2024,6
PO008041,2024-08-27,P00660,25,S008,61.45,9,1536.25,8,2024,1
PO008042,2024-10-25,P00709,50,S029,38.87,8,1943.4999999999998,10,2024,4
PO008043,2024-07-16,P00138,50,S046,295.7,5,14785.0,7,2024,1
PO008044,2024-08-28,P00213,100,S012,47.06,9,4706.0,8,2024,2
PO008045,2024-12-17,P00506,10,S029,270.77,7,2707.7,12,2024,1
PO008046,2024-11-29,P00580,25,S010,74.93,2,1873.2500000000002,11,2024,4
PO008047,2024-07-07,P00502,100,S029,230.01,5,23001.0,7,2024,6
PO008048,2024-07-16,P00124,100,S029,86.73,13,8673.0,7,2024,1
PO008049,2024-11-26,P00223,50,S008,67.93,7,3396.5000000000005,11,2024,1
PO008050,2024-08-27,P00875,25,S028,139.93,11,3498.25,8,2024,1
PO008051,2024-08-14,P00409,200,S028,93.67,12,18734.0,8,2024,2
PO008052,2024-12-14,P00272,10,S028,61.92,2,619.2,12,2024,5
PO008053,2024-03-28,P00471,100,S046,82.12,11,8212.0,3,2024,3
PO008054,2024-08-09,P00437,25,S008,195.82,14,4895.5,8,2024,4
PO008055,2024-03-23,P00239,100,S029,243.35,6,24335.0,3,2024,5
PO008056,2024-08-31,P00371,100,S008,57.09,6,5709.0,8,2024,5
PO008057,2024-03-01,P00808,150,S029,195.62,3,29343.0,3,2024,4
PO008058,2024-05-21,P00095,50,S048,262.92,2,13146.0,5,2024,1
PO008059,2024-06-29,P00853,10,S028,281.85,14,2818.5,6,2024,5
PO008060,2024-03-14,P00771,150,S046,62.79,4,9418.5,3,2024,3
PO008061,2024-11-24,P00177,50,S028,59.58,7,2979.0,11,2024,6
PO008062,2024-09-15,P00144,150,S012,113.51,9,17026.5,9,2024,6
PO008063,2024-09-21,P00839,150,S008,63.36,12,9504.0,9,2024,5
PO008064,2024-05-07,P00863,75,S008,161.84,9,12138.0,5,2024,1
PO008065,2024-04-28,P00369,500,S048,20.03,11,10015.0,4,2024,6
PO008066,2024-06-30,P00753,75,S012,187.67,9,14075.249999999998,6,2024,6
PO008067,2024-12-20,P00920,100,S008,126.49,7,12649.0,12,2024,4
PO008068,2024-06-20,P00047,100,S002,81.8,8,8180.0,6,2024,3
PO008069,2024-04-21,P00358,75,S003,243.29,9,18246.75,4,2024,6
PO008070,2024-12-10,P00664,75,S029,37.29,8,2796.75,12,2024,1
PO008071,2024-11-03,P00023,150,S035,155.4,10,23310.0,11,2024,6
PO008072,2024-10-11,P00516,75,S028,251.88,10,18891.0,10,2024,4
PO008073,2024-08-06,P00441,75,S008,107.95,7,8096.25,8,2024,1
PO008074,2024-09-25,P00444,100,S046,234.97,12,23497.0,9,2024,2
PO008075,2024-12-01,P00310,10,S028,54.98,14,549.8,12,2024,6
PO008076,2024-03-04,P00324,25,S028,89.73,5,2243.25,3,2024,0
PO008077,2024-12-31,P00438,25,S008,133.1,11,3327.5,12,2024,1
PO008078,2024-08-13,P00442,50,S029,107.62,3,5381.0,8,2024,1
PO008079,2024-08-10,P00394,200,S032,159.1,13,31820.0,8,2024,5
PO008080,2024-09-29,P00934,100,S020,143.58,9,14358.000000000002,9,2024,6
PO008081,2024-07-03,P00101,500,S026,279.89,5,139945.0,7,2024,2
PO008082,2024-03-05,P00227,10,S010,246.35,4,2463.5,3,2024,1
PO008083,2024-01-09,P00062,100,S008,47.01,4,4701.0,1,2024,1
PO008084,2024-11-14,P00991,50,S029,42.18,3,2109.0,11,2024,3
PO008085,2024-04-12,P00431,10,S029,12.04,8,120.39999999999999,4,2024,4
PO008086,2024-10-23,P00974,150,S028,178.92,7,26837.999999999996,10,2024,2
PO008087,2024-06-27,P00490,25,S029,55.39,8,1384.75,6,2024,3
PO008088,2024-12-20,P00039,25,S029,100.05,14,2501.25,12,2024,4
PO008089,2024-02-27,P00245,50,S029,257.97,9,12898.500000000002,2,2024,1
PO008090,2024-11-06,P00190,150,S029,214.03,10,32104.5,11,2024,2
PO008091,2024-03-26,P00992,100,S010,32.36,14,3236.0,3,2024,1
PO008092,2024-04-18,P00701,50,S008,277.24,5,13862.0,4,2024,3
PO008093,2024-11-26,P00587,25,S048,262.31,4,6557.75,11,2024,1
PO008094,2024-04-13,P00102,25,S008,178.58,2,4464.5,4,2024,5
PO008095,2024-07-02,P00952,25,S002,280.44,14,7011.0,7,2024,1
PO008096,2024-01-30,P00864,200,S010,111.83,2,22366.0,1,2024,1
PO008097,2024-02-26,P00107,300,S028,228.06,12,68418.0,2,2024,0
PO008098,2024-02-13,P00861,300,S028,263.15,6,78945.0,2,2024,1
PO008099,2024-02-18,P00999,150,S028,56.83,9,8524.5,2,2024,6
PO008100,2024-06-24,P00699,200,S002,293.09,3,58617.99999999999,6,2024,0
PO008101,2024-06-18,P00129,150,S029,45.32,12,6798.0,6,2024,1
PO008102,2024-07-21,P00147,300,S008,292.15,9,87645.0,7,2024,6
PO008103,2024-09-26,P00434,150,S029,152.79,14,22918.5,9,2024,3
PO008104,2024-07-27,P00030,75,S029,13.91,12,1043.25,7,2024,5
PO008105,2024-10-06,P00139,50,S028,250.53,6,12526.5,10,2024,6
PO008106,2024-02-06,P00252,75,S029,129.92,3,9743.999999999998,2,2024,1
PO008107,2024-05-03,P00402,100,S037,150.76,14,15076.0,5,2024,4
PO008108,2024-10-10,P00913,75,S009,47.02,5,3526.5000000000005,10,2024,3
PO008109,2024-08-31,P00102,100,S008,137.99,2,13799.0,8,2024,5
PO008110,2024-04-08,P00359,100,S029,199.42,3,19942.0,4,2024,0
PO008111,2024-02-27,P00432,10,S029,79.8,12,798.0,2,2024,1
PO008112,2024-07-27,P00632,50,S002,210.44,10,10522.0,7,2024,5
PO008113,2024-10-09,P00756,200,S029,133.72,10,26744.0,10,2024,2
PO008114,2024-10-02,P00877,75,S029,31.93,6,2394.75,10,2024,2
PO008115,2024-07-29,P00636,50,S012,280.04,4,14002.000000000002,7,2024,0
PO008116,2024-12-22,P00537,200,S028,289.77,5,57954.0,12,2024,6
PO008117,2024-09-08,P00741,25,S029,120.87,2,3021.75,9,2024,6
PO008118,2024-07-22,P00482,50,S029,123.81,13,6190.5,7,2024,0
PO008119,2024-05-20,P00484,50,S048,82.6,4,4130.0,5,2024,0
PO008120,2024-11-29,P00904,200,S028,151.78,3,30356.0,11,2024,4
PO008121,2024-11-30,P00776,100,S012,180.54,10,18054.0,11,2024,5
PO008122,2024-03-26,P00610,75,S008,25.7,7,1927.5,3,2024,1
PO008123,2024-10-24,P00923,300,S001,189.55,13,56865.0,10,2024,3
PO008124,2024-09-26,P00678,300,S029,11.11,6,3333.0,9,2024,3
PO008125,2024-12-24,P00216,100,S039,152.6,13,15260.0,12,2024,1
PO008126,2024-03-17,P00564,200,S010,80.42,13,16084.0,3,2024,6
PO008127,2024-11-14,P00373,100,S029,108.25,4,10825.0,11,2024,3
PO008128,2024-06-03,P00203,100,S010,184.82,3,18482.0,6,2024,0
PO008129,2024-09-01,P00677,50,S029,28.51,13,1425.5,9,2024,6
PO008130,2024-02-19,P00203,50,S010,162.72,13,8136.0,2,2024,0
PO008131,2024-04-20,P00660,10,S008,276.34,4,2763.3999999999996,4,2024,5
PO008132,2024-03-02,P00884,150,S012,57.91,8,8686.5,3,2024,5
PO008133,2024-07-21,P00018,25,S028,183.58,8,4589.5,7,2024,6
PO008134,2024-11-09,P00181,50,S048,135.38,7,6769.0,11,2024,5
PO008135,2024-07-22,P00317,25,S033,293.9,5,7347.499999999999,7,2024,0
PO008136,2024-07-24,P00253,75,S002,23.93,9,1794.75,7,2024,2
PO008137,2024-04-20,P00823,50,S029,254.43,11,12721.5,4,2024,5
PO008138,2024-05-23,P00886,150,S029,13.7,9,2055.0,5,2024,3
PO008139,2024-02-01,P00962,500,S036,118.91,9,59455.0,2,2024,3
PO008140,2024-08-12,P00846,300,S049,46.25,9,13875.0,8,2024,0
PO008141,2024-09-06,P00191,100,S029,214.46,6,21446.0,9,2024,4
PO008142,2024-06-12,P00916,500,S028,119.42,3,59710.0,6,2024,2
PO008143,2024-08-09,P00327,50,S008,189.5,11,9475.0,8,2024,4
PO008144,2024-08-02,P00650,75,S012,195.98,10,14698.5,8,2024,4
PO008145,2024-02-18,P00898,50,S041,160.71,8,8035.5,2,2024,6
PO008146,2024-12-20,P00174,200,S029,188.57,10,37714.0,12,2024,4
PO008147,2024-04-09,P00229,25,S002,113.43,7,2835.75,4,2024,1
PO008148,2024-10-02,P00726,100,S008,99.94,13,9994.0,10,2024,2
PO008149,2024-05-12,P00229,150,S023,20.04,7,3006.0,5,2024,6
PO008150,2024-06-25,P00739,75,S012,136.03,6,10202.25,6,2024,1
PO008151,2024-03-11,P00734,10,S028,50.68,11,506.8,3,2024,0
PO008152,2024-01-11,P00010,100,S028,115.44,11,11544.0,1,2024,3
PO008153,2024-03-18,P00613,150,S028,178.3,4,26745.0,3,2024,0
PO008154,2024-06-20,P00468,25,S008,253.27,7,6331.75,6,2024,3
PO008155,2024-02-11,P00195,100,S024,38.5,14,3850.0,2,2024,6
PO008156,2024-02-23,P00781,200,S048,131.49,12,26298.0,2,2024,4
PO008157,2024-07-01,P00804,500,S032,27.7,8,13850.0,7,2024,0
PO008158,2024-08-17,P00332,50,S008,190.5,11,9525.0,8,2024,5
PO008159,2024-01-10,P00107,10,S045,17.84,3,178.4,1,2024,2
PO008160,2024-12-03,P00906,50,S029,257.82,4,12891.0,12,2024,1
