id_commande,id_produit,date_retour,motif,mois
O045268,P00839,2024-07-04,Produit abîmé,2024-07
O043521,P00615,2024-02-20,Produit abîmé,2024-02
O036478,P00017,2024-11-23,Livraison incomplète,2024-11
O034731,P00931,2024-05-30,Produit abîmé,2024-05
O026794,P00002,2024-04-08,Produit abîmé,2024-04
O010904,P00357,2024-04-08,Produit abîmé,2024-04
O037985,P00510,2024-09-23,Produit abîmé,2024-09
O000022,P00414,2024-03-18,Produit abîmé,2024-03
O005194,P00357,2024-12-24,Mauvaise référence,2024-12
O029001,P00526,2024-03-30,Produit abîmé,2024-03
O023090,P00510,2025-01-02,Mauvaise référence,2025-01
O030152,P00403,2025-01-03,Mauvaise référence,2025-01
O046304,P00931,2024-11-25,Livraison incomplète,2024-11
O001365,P00037,2025-01-11,Mauvaise référence,2025-01
O019771,P00182,2024-11-24,Mauvaise référence,2024-11
O005452,P00551,2025-01-03,Mauvaise référence,2025-01
O005132,P00876,2024-04-02,Client insatisfait,2024-04
O012017,P00105,2025-01-03,Mauvaise référence,2025-01
O002446,P00182,2025-01-04,Client insatisfait,2025-01
O025086,P00809,2024-12-27,Client insatisfait,2024-12
O007008,P00931,2024-12-26,Livraison incomplète,2024-12
O013835,P00417,2024-03-23,Mauvaise référence,2024-03
O041123,P00184,2025-01-12,Mauvaise référence,2025-01
O005021,P00240,2025-01-14,Mauvaise référence,2025-01
O028592,P00865,2024-01-28,Livraison incomplète,2024-01
O039927,P00933,2024-10-01,Client insatisfait,2024-10
O029167,P00968,2024-12-28,Client insatisfait,2024-12
O033400,P00612,2024-11-29,Livraison incomplète,2024-11
O037902,P00526,2024-12-15,Produit abîmé,2024-12
O016131,P00613,2024-05-04,Mauvaise référence,2024-05
O003896,P00417,2024-08-31,Produit abîmé,2024-08
O025916,P00417,2024-02-13,Client insatisfait,2024-02
O019839,P00532,2024-11-14,Client insatisfait,2024-11
O020426,P00029,2024-09-16,Client insatisfait,2024-09
O029737,P00377,2024-09-09,Produit abîmé,2024-09
O004719,P00188,2024-05-15,Produit abîmé,2024-05
O016032,P00506,2024-02-01,Mauvaise référence,2024-02
O016306,P00158,2025-01-08,Produit abîmé,2025-01
O037304,P00532,2024-07-04,Livraison incomplète,2024-07
O028412,P00981,2024-08-27,Livraison incomplète,2024-08
O025258,P00357,2025-01-06,Mauvaise référence,2025-01
O037782,P00198,2024-11-09,Mauvaise référence,2024-11
O043293,P00319,2024-09-07,Produit abîmé,2024-09
O020227,P00055,2024-02-04,Produit abîmé,2024-02
O042434,P00121,2024-10-27,Mauvaise référence,2024-10
O049797,P00765,2024-01-13,Produit abîmé,2024-01
O022281,P00612,2024-11-07,Mauvaise référence,2024-11
O025002,P00671,2024-12-22,Client insatisfait,2024-12
O033280,P00535,2025-01-20,Client insatisfait,2025-01
O010072,P00220,2025-01-01,Mauvaise référence,2025-01
O026713,P00551,2024-01-23,Client insatisfait,2024-01
O043066,P00175,2024-12-31,Produit abîmé,2024-12
O007295,P00037,2024-03-17,Livraison incomplète,2024-03
O022151,P00233,2024-08-08,Mauvaise référence,2024-08
O031347,P00106,2024-06-28,Mauvaise référence,2024-06
O004105,P00418,2024-12-12,Client insatisfait,2024-12
O001115,P00473,2024-02-10,Mauvaise référence,2024-02
O027212,P00905,2024-05-10,Client insatisfait,2024-05
O048868,P00551,2024-10-15,Mauvaise référence,2024-10
O045718,P00510,2024-03-19,Produit abîmé,2024-03
O023819,P00377,2024-11-30,Client insatisfait,2024-11
O036537,P00881,2024-05-25,Livraison incomplète,2024-05
O023464,P00921,2024-03-02,Produit abîmé,2024-03
O038268,P00413,2024-09-14,Mauvaise référence,2024-09
O014710,P00198,2024-06-05,Client insatisfait,2024-06
O007200,P00615,2024-03-01,Produit abîmé,2024-03
O029281,P00710,2024-02-09,Mauvaise référence,2024-02
O028635,P00121,2025-01-28,Client insatisfait,2025-01
O037414,P00047,2024-09-17,Produit abîmé,2024-09
O022117,P00175,2024-12-29,Client insatisfait,2024-12
O011285,P00449,2024-04-23,Mauvaise référence,2024-04
O047637,P00240,2025-01-10,Produit abîmé,2025-01
O028347,P00002,2024-09-02,Mauvaise référence,2024-09
O009207,P00121,2024-11-29,Produit abîmé,2024-11
O034835,P00671,2024-06-25,Mauvaise référence,2024-06
O006843,P00014,2024-05-11,Mauvaise référence,2024-05
O044877,P00373,2024-12-27,Client insatisfait,2024-12
O048005,P00343,2025-01-28,Client insatisfait,2025-01
O013937,P00149,2024-12-06,Produit abîmé,2024-12
O003280,P00080,2024-01-25,Produit abîmé,2024-01
O021526,P00014,2024-12-02,Mauvaise référence,2024-12
O002338,P00182,2024-11-19,Client insatisfait,2024-11
O022045,P00233,2024-02-26,Mauvaise référence,2024-02
O010015,P00671,2025-01-04,Mauvaise référence,2025-01
O004852,P00258,2024-12-19,Produit abîmé,2024-12
O010302,P00336,2024-06-11,Livraison incomplète,2024-06
O005690,P00449,2024-01-26,Mauvaise référence,2024-01
O015555,P00986,2024-02-27,Mauvaise référence,2024-02
O004524,P00198,2024-06-13,Client insatisfait,2024-06
O005851,P00377,2024-12-31,Livraison incomplète,2024-12
O018434,P00135,2024-11-08,Livraison incomplète,2024-11
O015100,P00791,2024-09-25,Mauvaise référence,2024-09
O035552,P00688,2024-10-28,Mauvaise référence,2024-10
O004734,P00198,2024-02-11,Livraison incomplète,2024-02
O042491,P00357,2024-11-15,Mauvaise référence,2024-11
O021786,P00905,2024-04-01,Livraison incomplète,2024-04
O036498,P00357,2024-10-13,Produit abîmé,2024-10
O006155,P00047,2024-09-12,Client insatisfait,2024-09
O003721,P00198,2024-05-11,Produit abîmé,2024-05
O020592,P00780,2024-12-23,Produit abîmé,2024-12
O011219,P00371,2024-04-16,Client insatisfait,2024-04
O005405,P00981,2025-01-10,Produit abîmé,2025-01
O049296,P00403,2024-12-31,Mauvaise référence,2024-12
O021838,P00767,2024-06-22,Produit abîmé,2024-06
O022690,P00957,2024-12-25,Produit abîmé,2024-12
O036633,P00284,2024-03-08,Mauvaise référence,2024-03
O012895,P00143,2025-01-06,Mauvaise référence,2025-01
O033210,P00047,2024-09-18,Produit abîmé,2024-09
O023020,P00691,2024-03-22,Produit abîmé,2024-03
O000957,P00973,2025-01-01,Mauvaise référence,2025-01
O005298,P00039,2024-07-12,Client insatisfait,2024-07
O008169,P00106,2024-12-01,Mauvaise référence,2024-12
O043332,P00943,2024-08-29,Client insatisfait,2024-08
O023977,P00240,2024-04-18,Mauvaise référence,2024-04
O049991,P00135,2024-12-25,Mauvaise référence,2024-12
O043962,P00377,2024-09-08,Client insatisfait,2024-09
O002015,P00811,2025-01-16,Client insatisfait,2025-01
O011123,P00923,2024-01-28,Client insatisfait,2024-01
O007567,P00121,2024-11-25,Produit abîmé,2024-11
O029685,P00671,2024-12-22,Client insatisfait,2024-12
O030677,P00886,2025-01-06,Mauvaise référence,2025-01
O049855,P00767,2024-05-12,Mauvaise référence,2024-05
O007687,P00906,2025-01-12,Livraison incomplète,2025-01
O042962,P00152,2024-10-25,Mauvaise référence,2024-10
O007712,P00012,2024-03-09,Livraison incomplète,2024-03
O018883,P00379,2024-02-12,Produit abîmé,2024-02
O029023,P00488,2024-02-28,Client insatisfait,2024-02
O035297,P00488,2024-03-17,Client insatisfait,2024-03
O006877,P00764,2024-01-22,Livraison incomplète,2024-01
O025465,P00284,2024-02-08,Produit abîmé,2024-02
O029182,P00149,2025-01-05,Livraison incomplète,2025-01
O040707,P00536,2024-02-11,Client insatisfait,2024-02
O029266,P00923,2024-12-22,Mauvaise référence,2024-12
O041705,P00710,2024-01-19,Client insatisfait,2024-01
O019522,P00943,2024-10-14,Produit abîmé,2024-10
O016912,P00767,2024-03-22,Produit abîmé,2024-03
O012606,P00080,2024-12-13,Livraison incomplète,2024-12
O036557,P00188,2024-10-13,Client insatisfait,2024-10
O007282,P00121,2024-10-23,Produit abîmé,2024-10
O049073,P00140,2025-01-09,Client insatisfait,2025-01
O039989,P00886,2024-05-26,Client insatisfait,2024-05
O035995,P00688,2024-12-22,Livraison incomplète,2024-12
O036463,P00948,2024-10-15,Mauvaise référence,2024-10
O028804,P00536,2024-10-21,Client insatisfait,2024-10
O037423,P00198,2024-02-15,Client insatisfait,2024-02
O021582,P00952,2024-07-26,Mauvaise référence,2024-07
O047604,P00558,2025-01-26,Livraison incomplète,2025-01
O022429,P00957,2024-12-09,Mauvaise référence,2024-12
O042764,P00355,2024-08-10,Client insatisfait,2024-08
O047829,P00521,2024-03-23,Livraison incomplète,2024-03
O043073,P00886,2024-04-27,Mauvaise référence,2024-04
O010891,P00658,2024-12-13,Livraison incomplète,2024-12
O027417,P00341,2024-10-09,Produit abîmé,2024-10
O000508,P00121,2024-03-12,Livraison incomplète,2024-03
O027791,P00488,2024-10-20,Client insatisfait,2024-10
O014660,P00093,2024-08-16,Produit abîmé,2024-08
O018348,P00250,2024-09-16,Client insatisfait,2024-09
O010627,P00009,2024-03-24,Livraison incomplète,2024-03
O012437,P00620,2024-12-12,Mauvaise référence,2024-12
O010198,P00212,2024-10-10,Livraison incomplète,2024-10
O010864,P00175,2024-03-21,Livraison incomplète,2024-03
O043222,P00968,2024-04-09,Mauvaise référence,2024-04
O044522,P00193,2024-12-26,Livraison incomplète,2024-12
O012096,P00118,2024-11-29,Mauvaise référence,2024-11
O005752,P00240,2024-01-25,Client insatisfait,2024-01
O049155,P00510,2024-11-03,Produit abîmé,2024-11
O036412,P00742,2024-05-03,Client insatisfait,2024-05
O034250,P00413,2025-01-06,Produit abîmé,2025-01
O032481,P00055,2025-01-02,Mauvaise référence,2025-01
O039071,P00952,2024-02-04,Produit abîmé,2024-02
O019688,P00355,2024-12-28,Client insatisfait,2024-12
O015279,P00296,2025-01-19,Livraison incomplète,2025-01
O028591,P00613,2024-02-18,Livraison incomplète,2024-02
O028892,P00767,2024-11-24,Client insatisfait,2024-11
O035697,P00252,2024-12-30,Mauvaise référence,2024-12
O023453,P00881,2024-11-20,Client insatisfait,2024-11
O003124,P00658,2024-03-12,Livraison incomplète,2024-03
O037586,P00451,2024-12-18,Produit abîmé,2024-12
O008945,P00398,2024-12-24,Produit abîmé,2024-12
O004267,P00379,2025-01-02,Mauvaise référence,2025-01
O016756,P00881,2024-01-23,Mauvaise référence,2024-01
O046919,P00516,2024-03-23,Produit abîmé,2024-03
O032457,P00532,2024-06-26,Livraison incomplète,2024-06
O039648,P00220,2024-10-11,Produit abîmé,2024-10
O043113,P00417,2024-03-09,Client insatisfait,2024-03
O015275,P00413,2024-01-31,Produit abîmé,2024-01
O029206,P00063,2024-11-17,Client insatisfait,2024-11
O008425,P00971,2024-01-24,Client insatisfait,2024-01
O002525,P00379,2024-11-28,Livraison incomplète,2024-11
O008404,P00921,2024-01-20,Client insatisfait,2024-01
O038067,P00341,2025-01-05,Client insatisfait,2025-01
O042468,P00234,2024-02-10,Mauvaise référence,2024-02
O035790,P00603,2024-03-09,Client insatisfait,2024-03
O043478,P00182,2024-03-20,Client insatisfait,2024-03
O020385,P00398,2024-12-06,Client insatisfait,2024-12
O010739,P00258,2024-08-20,Client insatisfait,2024-08
O028684,P00957,2025-01-03,Livraison incomplète,2025-01
O042678,P00518,2024-02-05,Produit abîmé,2024-02
O044750,P00921,2024-03-06,Produit abîmé,2024-03
O046836,P00558,2024-12-15,Produit abîmé,2024-12
O029427,P00963,2024-09-13,Client insatisfait,2024-09
O026589,P00923,2024-05-17,Mauvaise référence,2024-05
O036334,P00319,2024-11-14,Mauvaise référence,2024-11
O021656,P00550,2025-01-09,Client insatisfait,2025-01
O039582,P00957,2024-03-05,Livraison incomplète,2024-03
O047556,P00873,2025-01-03,Mauvaise référence,2025-01
O029533,P00839,2025-01-02,Livraison incomplète,2025-01
O009805,P00158,2025-01-04,Produit abîmé,2025-01
O037248,P00526,2024-12-13,Produit abîmé,2024-12
O036156,P00170,2024-09-07,Mauvaise référence,2024-09
O020604,P00895,2025-01-05,Mauvaise référence,2025-01
O030946,P00943,2024-02-04,Client insatisfait,2024-02
O015807,P00536,2024-03-31,Livraison incomplète,2024-03
O014635,P00876,2024-10-01,Produit abîmé,2024-10
O022700,P00536,2024-08-19,Mauvaise référence,2024-08
O048590,P00357,2025-01-27,Livraison incomplète,2025-01
O044821,P00765,2024-12-01,Mauvaise référence,2024-12
O033675,P00653,2025-01-13,Client insatisfait,2025-01
O040048,P00516,2024-09-21,Livraison incomplète,2024-09
O049513,P00733,2025-01-07,Produit abîmé,2025-01
O048401,P00518,2024-05-29,Mauvaise référence,2024-05
O040271,P00981,2024-12-19,Livraison incomplète,2024-12
O048798,P00158,2024-12-16,Client insatisfait,2024-12
O028251,P00503,2024-11-15,Livraison incomplète,2024-11
O027788,P00893,2024-09-15,Client insatisfait,2024-09
O041056,P00118,2024-11-01,Mauvaise référence,2024-11
O017700,P00011,2024-01-25,Client insatisfait,2024-01
O027940,P00063,2024-03-12,Produit abîmé,2024-03
O048309,P00943,2024-12-10,Livraison incomplète,2024-12
O049502,P00370,2024-04-05,Produit abîmé,2024-04
O014312,P00158,2025-01-01,Mauvaise référence,2025-01
O049017,P00106,2024-11-15,Produit abîmé,2024-11
O020072,P00093,2025-01-05,Produit abîmé,2025-01
O020752,P00024,2024-11-27,Livraison incomplète,2024-11
O030976,P00968,2024-11-24,Produit abîmé,2024-11
O008012,P00792,2024-12-27,Livraison incomplète,2024-12
O022416,P00008,2024-03-01,Mauvaise référence,2024-03
O004043,P00296,2024-09-27,Produit abîmé,2024-09
O033221,P00658,2024-01-28,Livraison incomplète,2024-01
O025191,P00754,2024-06-20,Client insatisfait,2024-06
O046568,P00396,2025-01-04,Livraison incomplète,2025-01
O013986,P00462,2025-01-07,Produit abîmé,2025-01
O032065,P00921,2025-01-10,Produit abîmé,2025-01
O001021,P00613,2024-02-09,Livraison incomplète,2024-02
O048455,P00536,2024-09-25,Livraison incomplète,2024-09
O041256,P00379,2024-08-27,Livraison incomplète,2024-08
O012864,P00063,2024-10-16,Produit abîmé,2024-10
O036562,P00009,2024-12-02,Mauvaise référence,2024-12
O034169,P00379,2024-07-23,Mauvaise référence,2024-07
O040639,P00923,2024-12-06,Client insatisfait,2024-12
O028150,P00093,2024-12-17,Produit abîmé,2024-12
O031399,P00449,2025-01-02,Produit abîmé,2025-01
O019614,P00613,2024-12-01,Produit abîmé,2024-12
O023352,P00413,2024-10-30,Livraison incomplète,2024-10
O044661,P00603,2024-12-20,Produit abîmé,2024-12
O018728,P00620,2025-01-01,Livraison incomplète,2025-01
O011557,P00809,2024-05-20,Client insatisfait,2024-05
O030334,P00610,2025-01-05,Client insatisfait,2025-01
O014879,P00370,2024-11-26,Produit abîmé,2024-11
O004108,P00355,2024-12-21,Produit abîmé,2024-12
O029012,P00240,2025-01-21,Client insatisfait,2025-01
O005737,P00957,2024-09-08,Produit abîmé,2024-09
O035604,P00948,2024-11-02,Produit abîmé,2024-11
O039449,P00413,2024-12-17,Produit abîmé,2024-12
O004654,P00449,2024-03-18,Mauvaise référence,2024-03
O017052,P00810,2024-09-10,Produit abîmé,2024-09
O042712,P00170,2024-12-28,Mauvaise référence,2024-12
O031258,P00886,2024-12-22,Livraison incomplète,2024-12
O010731,P00373,2024-10-30,Produit abîmé,2024-10
O028557,P00370,2024-03-24,Produit abîmé,2024-03
O031829,P00398,2024-11-05,Mauvaise référence,2024-11
O016186,P00370,2024-12-11,Livraison incomplète,2024-12
O048650,P00193,2024-10-30,Mauvaise référence,2024-10
O001192,P00149,2024-05-23,Livraison incomplète,2024-05
O025374,P00193,2024-03-18,Mauvaise référence,2024-03
O020904,P00658,2024-10-26,Mauvaise référence,2024-10
O049613,P00055,2024-09-10,Client insatisfait,2024-09
O038457,P00449,2024-03-23,Mauvaise référence,2024-03
O031768,P00212,2024-01-20,Client insatisfait,2024-01
O019450,P00488,2024-05-11,Produit abîmé,2024-05
O002963,P00039,2024-10-27,Produit abîmé,2024-10
O002916,P00509,2024-02-26,Client insatisfait,2024-02
O002384,P00452,2024-11-25,Produit abîmé,2024-11
O018017,P00620,2025-01-01,Produit abîmé,2025-01
O010845,P00865,2024-02-11,Livraison incomplète,2024-02
O029544,P00417,2025-01-20,Client insatisfait,2025-01
O042362,P00226,2024-11-02,Produit abîmé,2024-11
O027716,P00742,2024-02-06,Mauvaise référence,2024-02
O033922,P00658,2024-12-10,Mauvaise référence,2024-12
O013786,P00011,2024-12-22,Livraison incomplète,2024-12
O035195,P00222,2024-12-22,Mauvaise référence,2024-12
O034968,P00613,2025-01-20,Client insatisfait,2025-01
O032649,P00921,2025-01-25,Produit abîmé,2025-01
O032994,P00809,2024-02-27,Mauvaise référence,2024-02
O045407,P00780,2024-09-13,Livraison incomplète,2024-09
O017197,P00396,2025-01-02,Livraison incomplète,2025-01
O020389,P00710,2024-11-28,Client insatisfait,2024-11
O044342,P00767,2024-08-31,Client insatisfait,2024-08
O042324,P00121,2024-09-22,Livraison incomplète,2024-09
O001389,P00509,2024-12-20,Mauvaise référence,2024-12
O046491,P00105,2024-10-06,Produit abîmé,2024-10
O032051,P00895,2024-12-13,Livraison incomplète,2024-12
O042655,P00106,2024-10-15,Produit abîmé,2024-10
O017150,P00105,2024-07-21,Livraison incomplète,2024-07
O019750,P00532,2024-10-04,Client insatisfait,2024-10
O041398,P00905,2024-03-26,Client insatisfait,2024-03
O031748,P00017,2025-01-01,Livraison incomplète,2025-01
O018325,P00521,2024-12-15,Client insatisfait,2024-12
O031980,P00250,2024-09-13,Mauvaise référence,2024-09
O018785,P00017,2024-12-01,Livraison incomplète,2024-12
O015493,P00710,2024-05-13,Produit abîmé,2024-05
O049816,P00008,2024-03-18,Mauvaise référence,2024-03
O026531,P00809,2024-10-29,Produit abîmé,2024-10
O017652,P00780,2024-12-14,Livraison incomplète,2024-12
O007362,P00373,2024-12-18,Client insatisfait,2024-12
O008406,P00379,2025-01-02,Produit abîmé,2025-01
O021172,P00503,2024-12-03,Mauvaise référence,2024-12
O046464,P00445,2025-01-10,Client insatisfait,2025-01
O015946,P00933,2024-10-30,Produit abîmé,2024-10
O022538,P00014,2024-03-29,Mauvaise référence,2024-03
O015809,P00152,2024-12-03,Client insatisfait,2024-12
O045983,P00948,2025-01-22,Produit abîmé,2025-01
O010175,P00986,2024-10-04,Produit abîmé,2024-10
O041014,P00957,2024-05-12,Mauvaise référence,2024-05
O028792,P00933,2024-06-11,Client insatisfait,2024-06
O000208,P00558,2024-06-11,Livraison incomplète,2024-06
O002764,P00516,2024-11-03,Produit abîmé,2024-11
O014004,P00691,2024-09-10,Client insatisfait,2024-09
O007156,P00536,2024-05-19,Client insatisfait,2024-05
O008884,P00413,2024-10-20,Mauvaise référence,2024-10
O044908,P00971,2024-10-07,Client insatisfait,2024-10
O011105,P00710,2024-03-21,Client insatisfait,2024-03
O049432,P00046,2024-09-22,Produit abîmé,2024-09
O040565,P00377,2024-11-24,Mauvaise référence,2024-11
O033279,P00002,2024-08-14,Client insatisfait,2024-08
O029318,P00615,2024-01-25,Mauvaise référence,2024-01
O049190,P00296,2025-01-07,Livraison incomplète,2025-01
O046256,P00809,2024-09-08,Livraison incomplète,2024-09
O027719,P00754,2025-01-01,Client insatisfait,2025-01
O020966,P00373,2024-11-13,Produit abîmé,2024-11
O042902,P00515,2024-02-27,Produit abîmé,2024-02
O019416,P00140,2024-03-06,Mauvaise référence,2024-03
O000497,P00377,2024-05-28,Mauvaise référence,2024-05
O021854,P00198,2024-11-17,Client insatisfait,2024-11
O047853,P00691,2024-02-02,Client insatisfait,2024-02
O002136,P00831,2024-01-30,Livraison incomplète,2024-01
O011993,P00414,2024-02-05,Livraison incomplète,2024-02
O035745,P00009,2024-02-05,Produit abîmé,2024-02
O010873,P00510,2024-03-11,Livraison incomplète,2024-03
O015622,P00152,2024-06-12,Produit abîmé,2024-06
O030362,P00754,2024-04-12,Produit abîmé,2024-04
O041574,P00506,2024-12-28,Produit abîmé,2024-12
O019738,P00222,2024-09-22,Client insatisfait,2024-09
O018694,P00532,2024-05-16,Client insatisfait,2024-05
O036666,P00343,2024-09-20,Livraison incomplète,2024-09
O026203,P00121,2024-02-20,Client insatisfait,2024-02
O011333,P00613,2024-05-02,Produit abîmé,2024-05
O035720,P00620,2024-11-11,Client insatisfait,2024-11
O047460,P00876,2025-01-08,Mauvaise référence,2025-01
O032179,P00152,2025-01-11,Livraison incomplète,2025-01
O028575,P00330,2024-02-09,Produit abîmé,2024-02
O013390,P00551,2024-09-01,Client insatisfait,2024-09
O037359,P00413,2024-11-25,Client insatisfait,2024-11
O032959,P00417,2025-01-02,Produit abîmé,2025-01
O023734,P00933,2024-11-01,Livraison incomplète,2024-11
O017485,P00379,2024-03-07,Client insatisfait,2024-03
O006883,P00536,2025-01-16,Mauvaise référence,2025-01
O025795,P00403,2024-05-18,Mauvaise référence,2024-05
O031970,P00691,2024-11-08,Produit abîmé,2024-11
O031540,P00613,2024-11-26,Client insatisfait,2024-11
O006091,P00873,2024-02-16,Livraison incomplète,2024-02
O013494,P00336,2024-09-24,Mauvaise référence,2024-09
O047343,P00009,2024-05-25,Livraison incomplète,2024-05
O013134,P00733,2024-01-29,Client insatisfait,2024-01
O018456,P00220,2024-10-20,Mauvaise référence,2024-10
O022966,P00462,2024-10-30,Livraison incomplète,2024-10
O002994,P00905,2024-03-30,Mauvaise référence,2024-03
O017235,P00905,2024-12-27,Livraison incomplète,2024-12
O008959,P00933,2024-10-03,Mauvaise référence,2024-10
O031079,P00099,2024-03-02,Produit abîmé,2024-03
O042560,P00764,2024-02-04,Client insatisfait,2024-02
O029994,P00558,2024-12-06,Produit abîmé,2024-12
O019999,P00143,2024-09-29,Mauvaise référence,2024-09
O048473,P00014,2024-11-06,Livraison incomplète,2024-11
O017530,P00029,2024-09-20,Produit abîmé,2024-09
O043330,P00212,2024-05-06,Produit abîmé,2024-05
O027481,P00032,2024-01-14,Client insatisfait,2024-01
O007650,P00604,2024-09-25,Produit abîmé,2024-09
O022085,P00370,2024-08-26,Client insatisfait,2024-08
O003656,P00451,2024-01-28,Mauvaise référence,2024-01
O034720,P00414,2024-08-22,Produit abîmé,2024-08
O039085,P00654,2024-12-04,Mauvaise référence,2024-12
O047633,P00952,2024-02-21,Mauvaise référence,2024-02
O014445,P00473,2024-12-02,Livraison incomplète,2024-12
O021052,P00017,2025-01-13,Produit abîmé,2025-01
O005658,P00136,2024-06-04,Livraison incomplète,2024-06
O020428,P00047,2024-07-25,Mauvaise référence,2024-07
O002645,P00182,2024-02-27,Livraison incomplète,2024-02
O011631,P00503,2024-12-11,Produit abîmé,2024-12
O009255,P00011,2024-10-07,Livraison incomplète,2024-10
O013136,P00118,2025-01-10,Client insatisfait,2025-01
O007461,P00612,2025-01-03,Livraison incomplète,2025-01
O037181,P00011,2024-04-18,Mauvaise référence,2024-04
O025746,P00143,2024-12-08,Client insatisfait,2024-12
O042645,P00671,2025-01-17,Mauvaise référence,2025-01
O034665,P00330,2025-01-05,Livraison incomplète,2025-01
O020277,P00943,2024-08-30,Client insatisfait,2024-08
O011972,P00414,2025-01-04,Mauvaise référence,2025-01
O038103,P00811,2024-12-28,Client insatisfait,2024-12
O014975,P00063,2024-08-29,Livraison incomplète,2024-08
O049234,P00921,2024-04-19,Livraison incomplète,2024-04
O005947,P00417,2024-11-26,Mauvaise référence,2024-11
O022741,P00032,2024-12-22,Produit abîmé,2024-12
O043600,P00355,2025-01-12,Livraison incomplète,2025-01
O031157,P00948,2024-03-04,Mauvaise référence,2024-03
O036322,P00948,2025-01-04,Livraison incomplète,2025-01
O026075,P00507,2024-12-08,Mauvaise référence,2024-12
O034918,P00671,2024-11-02,Produit abîmé,2024-11
O008553,P00764,2024-12-27,Client insatisfait,2024-12
O000372,P00943,2025-01-12,Client insatisfait,2025-01
O038015,P00170,2024-12-31,Mauvaise référence,2024-12
O017658,P00234,2025-01-05,Mauvaise référence,2025-01
O008918,P00906,2024-11-19,Livraison incomplète,2024-11
O013929,P00742,2024-12-26,Produit abîmé,2024-12
O014221,P00488,2024-12-15,Livraison incomplète,2024-12
O022096,P00516,2024-06-10,Produit abîmé,2024-06
O047276,P00012,2024-07-12,Produit abîmé,2024-07
O025027,P00968,2024-12-14,Client insatisfait,2024-12
O042487,P00510,2025-01-17,Produit abîmé,2025-01
O010089,P00226,2024-05-16,Mauvaise référence,2024-05
O022286,P00905,2025-01-12,Produit abîmé,2025-01
O047453,P00449,2024-12-18,Produit abîmé,2024-12
O011896,P00449,2024-02-21,Mauvaise référence,2024-02
O022735,P00226,2025-01-06,Client insatisfait,2025-01
O008017,P00535,2024-12-10,Client insatisfait,2024-12
O041759,P00893,2024-04-08,Produit abîmé,2024-04
O021957,P00009,2024-06-03,Produit abîmé,2024-06
O015980,P00452,2024-02-16,Livraison incomplète,2024-02
O011977,P00212,2024-12-31,Mauvaise référence,2024-12
O037405,P00226,2024-05-24,Client insatisfait,2024-05
O049265,P00188,2024-12-20,Livraison incomplète,2024-12
O048125,P00764,2024-01-26,Produit abîmé,2024-01
O011820,P00037,2024-12-29,Produit abîmé,2024-12
O017479,P00184,2024-10-26,Livraison incomplète,2024-10
O014941,P00876,2024-11-12,Produit abîmé,2024-11
O040661,P00149,2024-01-28,Mauvaise référence,2024-01
O018166,P00503,2024-10-19,Livraison incomplète,2024-10
O025554,P00691,2024-09-09,Produit abîmé,2024-09
O015443,P00751,2024-12-23,Livraison incomplète,2024-12
O008034,P00055,2024-12-25,Mauvaise référence,2024-12
O027551,P00938,2024-10-29,Client insatisfait,2024-10
O029149,P00535,2024-11-18,Mauvaise référence,2024-11
O045710,P00220,2025-01-13,Client insatisfait,2025-01
O002745,P00536,2024-12-26,Livraison incomplète,2024-12
O011807,P00810,2024-07-07,Livraison incomplète,2024-07
O025294,P00831,2024-05-24,Mauvaise référence,2024-05
O011013,P00341,2024-10-10,Produit abîmé,2024-10
O027196,P00931,2024-12-28,Livraison incomplète,2024-12
O001814,P00895,2024-11-27,Produit abîmé,2024-11
O046234,P00558,2024-09-17,Client insatisfait,2024-09
O043001,P00809,2024-09-26,Produit abîmé,2024-09
O012474,P00398,2025-01-15,Produit abîmé,2025-01
O016053,P00688,2024-11-03,Produit abîmé,2024-11
O022757,P00175,2024-03-18,Client insatisfait,2024-03
O046462,P00691,2024-06-19,Livraison incomplète,2024-06
O024212,P00518,2024-05-17,Livraison incomplète,2024-05
O001709,P00604,2024-01-30,Mauvaise référence,2024-01
O000696,P00135,2024-12-21,Mauvaise référence,2024-12
O046551,P00258,2025-01-06,Client insatisfait,2025-01
O004067,P00535,2024-11-27,Client insatisfait,2024-11
O030816,P00379,2024-12-24,Produit abîmé,2024-12
O039643,P00610,2024-12-30,Livraison incomplète,2024-12
O012029,P00933,2024-02-12,Mauvaise référence,2024-02
O039388,P00905,2024-02-11,Client insatisfait,2024-02
O015378,P00011,2024-09-07,Mauvaise référence,2024-09
O040988,P00467,2024-03-13,Livraison incomplète,2024-03
O029535,P00463,2024-01-25,Livraison incomplète,2024-01
O034313,P00654,2024-10-14,Client insatisfait,2024-10
O045868,P00370,2024-04-25,Client insatisfait,2024-04
O023892,P00403,2024-11-19,Produit abîmé,2024-11
O035838,P00506,2024-04-11,Livraison incomplète,2024-04
O000633,P00473,2024-11-12,Mauvaise référence,2024-11
O014814,P00136,2024-11-29,Mauvaise référence,2024-11
O002087,P00252,2024-11-03,Client insatisfait,2024-11
O003533,P00876,2024-12-19,Livraison incomplète,2024-12
O015497,P00810,2024-12-29,Client insatisfait,2024-12
O005192,P00516,2024-11-28,Client insatisfait,2024-11
O026330,P00526,2024-12-19,Client insatisfait,2024-12
O041860,P00551,2024-12-08,Livraison incomplète,2024-12
O034607,P00615,2024-06-11,Produit abîmé,2024-06
